head_entity	relation	tail_entity	ID
APT32	exploit	BEACON backdoor	17768
APT32	relate_to	Vietnamese government	17769
FireEye	find	APT32	17770
APT32	relate_to	Vietnamese	17771
APT33	hacker_active_time	since at least 2013	17772
APT33	relate_to	United States	17773
APT33	relate_to	Saudi Arabia	17774
APT33	relate_to	South Korea	17775
APT33	target_industry	aviation	17776
APT33	target_industry	energy	17777
APT33	target_industry	organizations in the energy sector with ties to petrochemical production	17778
APT33	target_industry	aerospace	17779
APT33	relate_to	South Korea	17780
APT33	target_industry	oil refining	17781
APT33	target_industry	petrochemicals	17782
APT33	hacker_active_time	May 2017	17783
APT33	relate_to	Saudi	17784
APT33	relate_to	South Korea	17785
APT33	have_purpose	enhance Iran s domestic aviation capabilities	17786
APT33	have_purpose	support Iran s military and strategic decision making	17787
APT33	relate_to	Iran	17788
APT33	target_industry	aviation	17789
APT33	relate_to	Saudi Arabia	17790
threat groups	relate_to	Iranian	17791
APT33	use_way	spear phishing emails	17792
APT33	target_industry	aviation	17793
APT33	relate_to	Saudi Arabian	17794
APT33	have_purpose	support for Saudi s military and commercial fleet	17795
APT33	relate_to	Iranian	17796
APT33	relate_to	Iranian	17797
APT33	relate_to	Iranian	17798
APT33	relate_to	Iranian	17799
APT33	use_tool	NANOCORE	17800
APT33	target_industry	NETWIRE	17801
APT33	target_industry	ALFA Shell	17802
APT33	use_tool	NETWIRE	17803
APT33	use_tool	ALFA Shell	17804
APT33	target_industry	aviation	17805
APT33	target_industry	aerospace	17806
APT33	target_industry	energy	17807
APT33	have_purpose	enhance Iran s aviation capabilities	17808
APT33	have_purpose	support Iran s military and strategic decision making	17809
APT33	relate_to	Iranian	17810
Elfin	relate_to	Saudi Arabia	17811
Elfin	relate_to	the United States	17812
FireEye	find	APT33	17813
APT37	hacker_active_time	2012	17814
APT37	relate_to	South Korea	17815
APT37	relate_to	Middle East	17816
APT33	relate_to	Iranian	17817
APT37	relate_to	North Korean	17818
APT37	hacker_active_time	2017	17819
APT37	use_tool	SLOWDRIFT	17820
APT37	target_industry	academic and strategic institutions	17821
APT37	relate_to	South Korea	17822
APT37	relate_to	Middle East	17823
APT37	use_tool	KARAE	17824
APT37	relate_to	South Korean	17825
APT37	hacker_active_time	November 2017	17826
APT37	use_way	zero - day Adobe Flash vulnerability	17827
APT37	use_way	Adobe Flash vulnerability	17828
FireEye	find	APT37	17829
APT37	hacker_active_time	April 2017	17830
APT37	relate_to	South Korean	17831
APT37	target_industry	military	17832
APT37	target_industry	government	17833
APT37	use_tool	DOGCALL	17834
APT37	use_tool	RUHAPPY	17835
APT37	use_tool	KARAE	17836
APT37	use_way	distributed denial - of - service ( DDoS )	17837
APT37	relate_to	North Korean	17838
APT37	relate_to	Middle East	17839
APT37	relate_to	Middle Eastern	17840
APT37	hacker_active_time	May 2017	17841
APT37	use_way	spear phishing lure	17842
APT37	target_industry	Middle Eastern financial company	17843
APT37	relate_to	North Korean	17844
ScarCruft	relate_to	Russia	17845
ScarCruft	relate_to	Nepal	17846
ScarCruft	relate_to	South Korea	17847
ScarCruft	relate_to	China	17848
ScarCruft	relate_to	India	17849
ScarCruft	relate_to	Kuwait	17850
ScarCruft	relate_to	Romania	17851
APT37	use_way	spear - phishing e - mails	17852
APT37	use_tool	ROKRAT	17853
Group123	hacker_active_time	early part of 2017	17854
Group123	hacker_active_time	November 2017	17855
Group123	use_tool	ROKRAT	17856
Talos	find	Group123	17857
Group123	use_tool	ROKRAT	17858
Group123	use_tool	NavRAT	17859
Group123	use_tool	HWP document	17860
Group123	use_tool	NavRAT	17861
APT38	relate_to	North Korean	17862
APT38	target_industry	financial institutions	17863
APT38	target_industry	financial institutions	17864
group	hacker_active_time	2014	17865
APT38	relate_to	North Korean	17866
APT38	target_industry	financial	17867
APT38	relate_to	North Korean	17868
APT38	have_purpose	steal hundreds of millions of dollars	17869
APT38	target_industry	financial institutions	17870
APT38	target_industry	financially	17871
operational groups	relate_to	North Korean	17872
APT38	target_industry	financial institutions	17873
APT38	have_purpose	raise large sums of money	17874
APT38	use_way	manipulating inter - bank financial systems	17875
APT38	have_purpose	raise large sums of money for the North Korean regime	17876
APT38	hacker_active_time	2015	17877
APT38	have_purpose	steal hundreds of millions of dollars	17878
APT38	target_industry	financial institutions	17879
APT38	target_industry	financial transaction exchange companies	17880
APT38	relate_to	North Korean	17881
APT38	target_industry	financial institutions	17882
APT38	have_purpose	raise money for the North Korean regime	17883
APT38	target_industry	media organizations	17884
APT38	target_industry	Financial Exchange banks	17885
APT38	target_industry	financial organizations	17886
APT38	target_industry	financially motivated campaigns	17887
APT38	hacker_active_time	beginning of 2014	17888
TEMP.Hermit	relate_to	South Korea	17889
TEMP.Hermit	relate_to	the United States	17890
APT38	relate_to	North Korean	17891
APT38	hacker_active_time	February 2014	17892
APT38	relate_to	North Korea	17893
APT37	relate_to	North Korean	17894
APT37	target_industry	Middle Eastern financial company	17895
APT38	target_industry	financial institutions	17896
APT38	target_industry	financial institutions	17897
group	hacker_active_time	early 2014	17898
APT38	use_tool	NESTEGG	17899
APT38	use_tool	KEYLIME	17900
APT38	target_industry	Southeast Asian bank	17901
APT38	target_industry	banks	17902
APT38	hacker_active_time	From November 2015 through the end of 2016	17903
TEMP.Hermit	use_tool	MACKTRUCK	17904
APT38	use_tool	DYEPACK	17905
APT38	have_purpose	steal money	17906
APT38	use_tool	DYEPACK	17907
APT38	target_industry	banking	17908
APT38	relate_to	North Korean	17909
APT38	target_industry	banks	17910
APT38	target_industry	financial institutions	17911
APT38	relate_to	North Korea	17912
APT38	relate_to	North Korean	17913
APT39	target_industry	travel	17914
APT39	target_industry	telecommunications	17915
APT39	target_industry	high - tech	17916
APT39	target_industry	IT firms	17917
APT38	relate_to	North Korean	17918
APT38	target_industry	Southeast Asian bank	17919
APT38	hacker_active_time	between 2015 and 2016	17920
APT38	use_tool	WHITEOUT	17921
APT38	target_organization	North Korea 's Reconnaissance General Bureau ( RGB )	17922
APT38	target_organization	bank	17923
APT38	target_industry	financial institutions	17924
APT39	relate_to	Middle East	17925
APT39	target_industry	travel industries	17926
APT39	have_purpose	perform monitoring , tracking , or surveillance operations against specific individuals	17927
APT39	have_purpose	collect proprietary or customer data for commercial or operational purposes	17928
APT39	have_purpose	create additional accesses and vectors to facilitate future campaigns	17929
APT39	target_industry	telecommunications	17930
APT39	target_industry	travel	17931
APT39	have_purpose	commercial or operational purposes	17932
Cadelle	use_tool	Remexi	17933
attackers	use_tool	Remexi	17934
Remexi	use_tool	Remexi	17935
Cadelle	use_tool	Backdoor . Cadelspy	17936
Chafer	use_tool	Backdoor . Remexi	17937
Chafer	use_tool	Backdoor . Remexi . B.	17938
APT39	use_tool	Remote Desktop Protocol ( RDP )	17939
APT39	use_tool	Secure Shell ( SSH )	17940
APT39	use_tool	PsExec	17941
APT39	use_tool	RemCom	17942
APT39	use_tool	xCmdSvc	17943
APT39	use_way	lateral movement	17944
APT39	use_tool	Remexi	17945
group	relate_to	Middle Eastern	17946
active group	exploit	zero - day	17947
BlackOasis	use_way	zero - day exploit	17948
BlackOasis	relate_to	Middle Eastern	17949
BlackOasis	use_tool	FinSpy	17950
group	use_way	Adobe Flash Player zero - day vulnerability	17951
group	use_way	CVE-2016 - 4117	17952
BlackOasis	target_industry	politics	17953
BlackOasis	relate_to	Middle Eastern	17954
REDBALDKNIGHT	relate_to	Japan	17955
REDBALDKNIGHT	target_industry	government	17956
REDBALDKNIGHT	target_industry	biotechnology	17957
REDBALDKNIGHT	target_industry	electronics manufacturing	17958
REDBALDKNIGHT	target_industry	industrial chemistry	17959
REDBALDKNIGHT	relate_to	Japan	17960
APT39	have_purpose	track or monitor targets of interest	17961
APT39	target_industry	collect personal information	17962
APT39	have_purpose	gather customer data	17963
APT39	target_organization	telecommunications firms	17964
BRONZE BUTLER	use_tool	Mimikatz	17965
BRONZE BUTLER	use_tool	gsecdump	17966
BRONZE BUTLER	use_tool	Daserf	17967
BRONZE BUTLER	use_tool	Datper	17968
BRONZE BUTLER	use_way	phishing emails	17969
BRONZE BUTLER	use_way	scan - and - exploit techniques	17970
BRONZE BUTLER	target_industry	Japanese Internet	17971
BRONZE BUTLER	use_way	phishing emails	17972
BRONZE BUTLER	use_tool	Daserf	17973
BRONZE BUTLER	use_way	SWC attacks	17974
BRONZE BUTLER	use_tool	Mimikatz	17975
BRONZE BUTLER	use_tool	WCE	17976
BRONZE BUTLER	have_purpose	steal authentication information	17977
Secureworks	find	BRONZE BUTLER	17978
BRONZE BUTLER	use_way	remote code execution vulnerability ( CVE-2016 - 7836 )	17979
BRONZE BUTLER	hacker_active_time	2016	17980
BRONZE BUTLER	use_tool	Mimikatz	17981
CTU	find	BRONZE BUTLER	17982
BRONZE BUTLER	relate_to	Japan	17983
Symantec	find	Tick	17984
Tick	hacker_active_time	July 2015	17985
Tick	target_organization	Japanese websites	17986
Tick	use_way	watering hole attacks	17987
Carbanak	have_purpose	espionage	17988
Carbanak	have_purpose	data exfiltration	17989
Carbanak	have_purpose	provide remote access to infected machines	17990
BRONZE BUTLER	use_way	Flash ( .swf ) exploit	17991
attackers	use_tool	SWIFT	17992
attackers	have_purpose	transfer money to their accounts	17993
attackers	use_tool	Carbanak	17994
Carbanak	use_tool	Carbanak	17995
Carbanak	use_way	CVE-2013 - 3660	17996
Carbanak	have_purpose	local privilege escalation	17997
Carbanak	use_tool	Remote Desktop Protocol ( RDP )	17998
Carbanak	have_purpose	connections to the infected computer	17999
Carbanak	relate_to	Baltic and Central Europe countries	18000
Carbanak	relate_to	the Middle East	18001
Carbanak	relate_to	Middle East	18002
Carbanak	relate_to	Asia	18003
Carbanak	relate_to	Africa	18004
FIN7	target_industry	financially	18005
FIN7	hacker_active_time	2015	18006
FIN7	have_purpose	through the infection process	18007
Carbanak	use_way	APT techniques	18008
Carbanak	target_industry	financial industry	18009
FIN7	use_tool	VBE	18010
Carbanak	target_industry	financial industry	18011
Carbanak	target_industry	payment providers	18012
Carbanak	target_industry	retail industry	18013
Carbanak	target_industry	PR companies	18014
Carbanak	target_industry	banks	18015
Carbanak	relate_to	Russia	18016
Carbanak	relate_to	post - Soviet space	18017
Carbanak	target_industry	banks	18018
group	hacker_active_time	January 2013	18019
Carbanak	use_tool	Ammy Admin	18020
Carbanak	use_tool	Team Viewer	18021
attackers	relate_to	outside of Russia	18022
Carbanak	target_industry	banks	18023
Carbanak	relate_to	Europe	18024
Carbanak	relate_to	USA	18025
Carbanak	relate_to	Japan	18026
Carbanak	relate_to	Russia	18027
Anunak	target_industry	banks	18028
Anunak	relate_to	Russia	18029
Charming Kitten	relate_to	Iranian	18030
Charming Kitten	relate_to	Iranian	18031
Charming Kitten	hacker_active_time	2014	18032
Carbanak	use_tool	Carbanak	18033
Carbon Spider	use_tool	Carbanak	18034
Carbon Spider	relate_to	Russian criminal organization	18035
Carbon Spider	target_organization	criminal groups responsible for the delivery of NewPosThings , MalumPOS and PoSeidon point of sale Malware	18036
Flying Kitten	target_industry	foreign espionage	18037
the Turk Black Hat security team	relate_to	Iran - based hacking group	18038
Operation Cleaver	relate_to	Iranian	18039
Cleaver	use_tool	TinyZBot	18040
Cleaver	use_tool	TTPs	18041
Cleaver	use_way	botnets	18042
Cleaver	use_way	SQL injection	18043
Cleaver	use_way	phishing	18044
Cobalt	relate_to	Eastern Europe	18045
Cobalt	relate_to	Central Asia	18046
Cobalt	relate_to	Southeast Asia	18047
Cobalt	relate_to	CIS countries	18048
Cobalt	use_way	send phishing messages	18049
Cobalt	relate_to	North and South America	18050
Cobalt	relate_to	Europe	18051
Cobalt	relate_to	CIS countries	18052
Cobalt	relate_to	Central and Southeast Asia	18053
Cobalt	use_tool	Beacon	18054
Cobalt	relate_to	Eastern Europe	18055
Positive Technologies	find	Cobalt	18056
Cobalt	use_tool	Cobalt Strike	18057
Cobalt	use_way	spear - phishing	18058
Cobalt	relate_to	Kazakhstan	18059
Cobalt	target_industry	financial institutions	18060
Carbanak	use_way	malware attacks	18061
Cobalt	target_industry	financial institutions	18062
Cobalt	use_way	malware attacks	18063
Cobalt	target_industry	banks	18064
cybercrime gang	hacker_active_time	2013	18065
Cobalt	target_industry	financial institutions	18066
Cobalt	use_tool	Cobalt Strike	18067
Cobalt	target_industry	financial institutions	18068
Cobalt	relate_to	Europe	18069
Cobalt	relate_to	Russia	18070
hacking group	have_purpose	ATM cyber heists	18071
Cobalt	target_industry	financial institutions	18072
CopyKittens	use_tool	TDTESS backdoor	18073
CopyKittens	use_tool	Vminst	18074
CopyKittens	use_tool	NetSrv	18075
CopyKittens	use_tool	ZPP	18076
CopyKittens	use_tool	Metasploit	18077
CopyKittens	use_tool	Mimikatz	18078
CopyKittens	use_tool	Empire	18079
Gallmaker	hacker_active_time	December 2017	18080
Gallmaker	hacker_active_time	June 2018	18081
Gallmaker	use_tool	LotL tactics	18082
Gallmaker	use_tool	publicly available hack tools	18083
Gallmaker	use_way	lure documents	18084
Gallmaker	use_way	Microsoft Office Dynamic Data Exchange ( DDE ) protocol	18085
the attackers	use_way	DDE protocol	18086
CopyKittens	hacker_active_time	2013	18087
Gallmaker	target_industry	embassies of an Eastern European country	18088
Gallmaker	target_industry	defense	18089
Gallmaker	target_industry	military	18090
Gallmaker	target_industry	government	18091
Gallmaker	relate_to	Eastern European	18092
Gallmaker	relate_to	Middle Eastern	18093
Gallmaker	hacker_active_time	the second quarter of 2018	18094
Gallmaker	hacker_active_time	April 2018	18095
Gallmaker	use_tool	LotL tactics	18096
Gallmaker	use_tool	publicly available hack tools	18097
Gamaredon Group	relate_to	Russian	18098
Symantec	find	Gallmaker	18099
Symantec	find	Gallmaker	18100
Symantec	find	Gamaredon	18101
Trend Micro	find	Gamaredon	18102
Gamaredon	use_tool	batch scripts	18103
Gamaredon	use_tool	SFX files	18104
Gamaredon	use_tool	wget	18105
Gamaredon	use_tool	Remote Manipulator Tool	18106
Gamaredon	use_tool	VNC	18107
Gamaredon	use_tool	ChkFlsh.exe	18108
threat group	relate_to	Ukrainian government	18109
Carbanak	have_purpose	steal millions of dollars	18110
Carbanak	use_way	used custom malware	18111
Carbanak	use_way	APT techniques	18112
Carbanak	target_industry	financial institutions	18113
Kaspersky Lab	find	Carbanak	18114
Kaspersky Lab	find	Metel	18115
Kaspersky Lab	find	GCMAN	18116
Carbanak group	use_way	APT - style	18117
Metel	use_way	APT - style	18118
GCMAN	use_way	APT - style	18119
Kaspersky Lab	find	Metel	18120
Metel	relate_to	financial institutions	18121
GCMAN	use_tool	Putty	18122
GCMAN	use_tool	VNC	18123
GCMAN	use_tool	Meterpreter	18124
GCMAN group	have_purpose	lateral movement	18125
GCMAN	use_way	lateral movement	18126
GCMAN	use_way	planted a cron script	18127
Carbanak 2.0	target_industry	financial institution	18128
Carbanak 2.0	target_organization	financial institution	18129
Palo Alto Networks	find	Gorgon	18130
GCMAN	use_way	using the same APT - style tools and techniques	18131
Gorgon	relate_to	United Kingdom	18132
Gorgon	relate_to	Spain	18133
Gorgon	relate_to	Russia	18134
Gorgon	relate_to	the United States	18135
Gorgon	target_industry	governmental organizations	18136
Unit 42	find	Gorgon	18137
APT38	target_industry	banks	18138
APT38	target_organization	North Korea 's worsening financial condition	18139
Unit 42	find	Gorgon	18140
Gorgon Group	use_tool	phishing components	18141
NjRat	target_organization	C2 infrastructure	18142
Lokibot	target_organization	C2 infrastructure	18143
it	relate_to	Pakistan	18144
Gorgon	use_way	decoy documents	18145
Gorgon	use_way	phishing emails	18146
Gorgon Group	relate_to	Pakistan	18147
Gorgon Group	hacker_active_time	in mid - February	18148
Unit 42 researchers	find	Gorgon Group	18149
Gorgon Group	use_tool	a significant portion of infrastructure	18150
Unit 42	find	Gorgon	18151
Unit 42	find	Gorgon	18152
Gorgon	use_tool	Bitly	18153
Gorgon Group	use_tool	Bitly	18154
Gorgon Group	hacker_active_time	Between April 1 , 2018 and May 30 , 2018	18155
Gorgon Group	use_tool	stevemike - fireforce[.]info	18156
Gorgon	use_tool	Bitly	18157
Gorgon Group	use_tool	Bitly	18158
Gorgon Group	hacker_active_time	April	18159
Gorgon	relate_to	Pakistan	18160
Gorgon	target_industry	worldwide governmental organizations	18161
Gorgon Group	use_way	CVE-2017 - 0199	18162
Gorgon	relate_to	Russian	18163
Gorgon	relate_to	Spanish	18164
Gorgon	relate_to	United States	18165
Unit 42	find	Gorgon	18166
Gorgon group	relate_to	Pakistan	18167
Gorgon	target_industry	government agencies	18168
Gorgon	relate_to	Pakistan	18169
Gorgon Group	relate_to	Pakistan	18170
Advanced Threat Research	use_way	the SYSCON backdoor	18171
Gorgon Group	use_way	criminal attacks	18172
Honeybee	use_way	Visual Basic macro code	18173
documents	relate_to	South Korea	18174
Honeybee	relate_to	South Korea	18175
Honeybee	relate_to	Vietnam	18176
Honeybee	relate_to	Singapore	18177
Honeybee	relate_to	Japan	18178
Honeybee	relate_to	Indonesia	18179
Honeybee	relate_to	Canada	18180
Honeybee	target_industry	humanitarian aid	18181
Honeybee	target_industry	inter - Korean affairs	18182
FireEye	find	Ke3chang	18183
Ke3chang	relate_to	Europe	18184
Syria - themed	hacker_active_time	August 2013	18185
FireEye	find	Ke3chang	18186
Ke3chang	relate_to	out of China	18187
Ke3chang attackers	hacker_active_time	at least 2010	18188
FireEye	find	Ke3chang	18189
attack	use_way	reconnaissance	18190
attack	use_way	exploitation	18191
attack	use_way	command and control	18192
attack	use_way	lateral movement	18193
attack	use_way	exfiltration	18194
Ke3chang	target_industry	aerospace	18195
Ke3chang	target_industry	energy	18196
Ke3chang	target_industry	government	18197
Ke3chang	target_industry	high - tech	18198
Ke3chang	target_industry	consulting services	18199
Ke3chang	target_industry	chemicals	18200
Ke3chang	target_industry	manufacturing	18201
Ke3chang	target_industry	mining	18202
Ke3chang	use_way	spear - phishing emails	18203
Ke3chang	use_way	Java zero - day vulnerability ( CVE-2012 - 4681 )	18204
Ke3chang	use_way	CVE-2010 - 3333	18205
Ke3chang	use_way	spear - phishing emails	18206
Ke3chang	use_tool	a link to a malicious download	18207
APT	use_way	first stage backdoor	18208
CnC communications	use_tool	HTTP protocol	18209
Ke3chang	use_tool	BS2005	18210
Ke3chang	hacker_active_time	2010 - 2011	18211
Ke3chang	use_tool	BMW	18212
Ke3chang	use_tool	MyWeb	18213
Ke3chang	use_tool	the BS2005 malware	18214
Ke3chang	use_tool	the MyWeb malware	18215
FireEye	find	Ke3chang	18216
Ke3chang	use_tool	MyWeb	18217
Ke3chang	relate_to	Europe	18218
FireEye	find	Ke3chang	18219
the attacks	target_industry	European security and defense - themed lure	18220
Ke3chang	use_tool	MyWeb	18221
Ke3chang	target_industry	Ministries of foreign affairs	18222
Ke3chang	relate_to	Europe	18223
ESET	find	Ke3chang	18224
Ke3chang	hacker_active_time	2010	18225
Ke3chang	target_organization	G20 meetings	18226
FireEye	find	Ke3chang	18227
FireEye	find	Ke3chang	18228
Ke3chang	use_way	conducting reconnaissance	18229
Ke3chang	use_way	moving laterally	18230
Ke3chang	relate_to	China	18231
NCC	hacker_active_time	May 2017	18232
APT15	relate_to	UK	18233
APT15	use_way	backdoors	18234
Ke3chang	target_industry	government	18235
Ke3chang	use_way	using exploits for vulnerabilities	18236
APT15	use_way	RoyalDNS	18237
Ke3chang	use_tool	keyloggers	18238
Ke3chang	use_tool	their own .NET tool	18239
APT15	use_tool	Mimikatz	18240
APT15	use_tool	RoyalDNS	18241
APT15	use_tool	RemoteExec	18242
APT15	have_purpose	cyber espionage	18243
APT15	relate_to	Chinese government	18244
APT15	have_purpose	cyberespionage	18245
APT15	target_industry	oil industry	18246
APT15	target_industry	government contractors	18247
APT15	target_industry	military	18248
NCC Group	find	APT15	18249
APT15	hacker_active_time	March 2018	18250
NCC	find	APT15	18251
both	relate_to	Chinese government	18252
APT15	use_way	DLL hijacking	18253
cyber actors	target_industry	the media , aerospace , financial , and critical infrastructure sectors in the United States and globally	18254
HIDDEN COBRA	relate_to	North Korean government	18255
Lazarus	target_industry	online casino	18256
Lazarus	relate_to	Central America	18257
The Lazarus Group	hacker_active_time	February 2016	18258
cyberattacks	hacker_active_time	December 2015 and December 2016	18259
Lazarus	use_tool	KillDisk	18260
Lazarus	use_tool	KillDisk	18261
Utilizing KillDisk	have_purpose	covering their tracks after an espionage operation	18262
Utilizing KillDisk	have_purpose	used directly for extortion or cyber - sabotage	18263
Lazarus Group	target_organization	the Bangladesh bank heist	18264
Lazarus	target_industry	banks systems	18265
Lazarus attacks	target_industry	span across the whole world	18266
Lazarus	target_organization	Sony Pictures Entertainment	18267
Lazarus	relate_to	mostly poorer and less developed locations	18268
Lazarus	target_industry	banks	18269
Lazarus	target_industry	banking sector	18270
Lazarus	target_industry	finance	18271
Lazarus	target_industry	trading companies	18272
Lazarus	target_industry	casinos	18273
Lazarus	use_way	watering hole attack	18274
Lazarus	relate_to	South East Asia	18275
they	hacker_active_time	the end of 2016	18276
Lazarus	use_tool	KiloAlfa	18277
Lazarus	use_tool	compromised infrastructure	18278
Lazarus	use_tool	PapaAlfa	18279
Lazarus	use_tool	the tools	18280
Lazarus	use_tool	PapaAlfa	18281
Novetta	find	Lazarus	18282
Lazarus Group	use_tool	RATs and staging malware	18283
Lazarus Group	relate_to	India	18284
Lazarus Group	relate_to	Lima	18285
Lazarus	use_tool	installers	18286
Lazarus	use_tool	loaders	18287
Lazarus	use_tool	uninstallers	18288
Lazarus	use_tool	RATs	18289
Lazarus	use_way	phishing emails	18290
Lazarus	target_industry	financial organizations	18291
McAfee Advanced Threat Research	find	Lazarus	18292
Lazarus	hacker_active_time	2017	18293
Lazarus	target_industry	aerospace organizations	18294
Lazarus	target_organization	South Korean government	18295
Lazarus	use_way	spear phishing attacks	18296
Lazarus Group	have_purpose	gain access to the target s environment	18297
Lazarus Group	have_purpose	obtain key military program insight	18298
Lazarus Group	have_purpose	steal money	18299
McAfee	find	Lazarus	18300
Lazarus	target_industry	financial organizations	18301
HIDDEN COBRA actors	hacker_active_time	2016	18302
HIDDEN COBRA	use_tool	FALLCHILL	18303
HIDDEN COBRA	target_industry	aerospace	18304
HIDDEN COBRA	target_industry	telecommunications	18305
HIDDEN COBRA	target_industry	finance	18306
actors	use_tool	The malware	18307
HIDDEN COBRA	use_tool	external tool	18308
HIDDEN COBRA	use_tool	dropper	18309
HIDDEN COBRA	use_tool	FALLCHILL	18310
HIDDEN COBRA	use_tool	FALLCHILL	18311
resembles parts of the Destover malware	target_organization	Sony Pictures	18312
Lazarus	use_tool	Escad	18313
Lazarus	use_way	watering hole attacks	18314
McAfee	find	Hidden Cobra	18315
Hidden Cobra	hacker_active_time	February 28	18316
Hidden Cobra	target_industry	cryptocurrency	18317
Hidden Cobra	target_industry	financial organizations	18318
Hidden Cobra	use_tool	Bankshot	18319
attacker	use_tool	implants	18320
HIDDEN COBRA	use_tool	Volgmer	18321
HIDDEN COBRA	target_industry	government	18322
HIDDEN COBRA	target_industry	financial	18323
HIDDEN COBRA	target_industry	automotive	18324
HIDDEN COBRA	target_industry	media	18325
Lazarus	use_way	installing the malware - as - a - service	18326
malware	use_tool	custom binary protocol	18327
malware	use_tool	Secure Socket Layer	18328
Lazarus	relate_to	India	18329
Lazarus	target_industry	financial institutions	18330
Lazarus	use_way	watering hole attacks	18331
Lazarus	use_tool	RATANKBA	18332
Lazarus	use_way	employ different strategies to get past organizational defenses	18333
Lazarus	relate_to	Asia	18334
Lazarus	relate_to	Latin America	18335
Lazarus	target_industry	financial organizations	18336
Lazarus	have_purpose	stealing millions	18337
Lazarus	relate_to	Asia	18338
Lazarus	relate_to	Africa	18339
Lazarus group	use_tool	These	18340
Lazarus group	use_tool	other tools	18341
FBI	find	HIDDEN COBRA	18342
Lazarus	target_industry	internet	18343
Lazarus	target_organization	Microsoft	18344
Lazarus	target_organization	Facebook	18345
Lazarus Group	use_tool	WannaCry	18346
Lazarus Group	hacker_active_time	May	18347
ZINC	relate_to	North Korea	18348
Lazarus Group	relate_to	North Korean	18349
Secureworks	find	Lazarus Group	18350
CTU	find	Lazarus Group	18351
Lazarus	use_way	malicious spearphishing campaign	18352
Lazarus Group	target_organization	European - based cryptocurrency company	18353
CTU	find	NICKEL ACADEMY	18354
CTU	find	NICKEL ACADEMY	18355
NICKEL ACADEMY	use_way	spearphishing campaign	18356
CTU	find	Nickel Academy	18357
Nickel Academy	use_tool	custom C2 protocol	18358
Leafminer	use_way	watering hole websites	18359
Leafminer	use_way	vulnerability scans of network services	18360
Leafminer	use_way	brute - force login attempts	18361
Leafminer	relate_to	Middle East	18362
Leafminer	use_tool	public web shell	18363
Leafminer	have_purpose	looking for email data	18364
Leafminer	have_purpose	files	18365
Leafminer	have_purpose	database servers	18366
Sun Army	relate_to	Iranian	18367
Leafminer	relate_to	Saudi Arabia	18368
Leafminer	relate_to	United Arab Emirates	18369
Leafminer	relate_to	Qatar	18370
Leafminer	relate_to	Kuwait	18371
Leafminer	relate_to	Bahrain	18372
Leafminer	relate_to	Egypt	18373
Leafminer	relate_to	Israel	18374
Leafminer	relate_to	Afghanistan	18375
Leafminer	relate_to	Middle East	18376
Shadow Brokers	use_tool	Fuzzbunch framework	18377
Leafminer	use_way	SMB vulnerabilities	18378
Leafminer	use_way	EternalBlue	18379
Leafminer	use_way	Heartbleed vulnerability ( CVE-2014 - 0160 )	18380
Symantec	find	Leafminer	18381
Leafminer	use_tool	Python script	18382
Symantec	find	Leafminer	18383
Leafminer	use_tool	Trojan . Imecab	18384
Leafminer	use_tool	Backdoor . Sorgu	18385
Leafminer	relate_to	Middle East	18386
Leafminer	relate_to	Iran	18387
Dragos	find	Leafminer	18388
Leafminer	target_industry	electric utility sector	18389
RASPITE	hacker_active_time	mid-2017	18390
RASPITE	relate_to	US	18391
RASPITE	relate_to	Middle East	18392
RASPITE	relate_to	Europe	18393
RASPITE	relate_to	East Asia	18394
RASPITE	relate_to	Middle East	18395
RASPITE	target_industry	electric utility sector	18396
Leafminer	target_industry	electric utilities	18397
RASPITE	have_purpose	clear indicators of necessary activity	18398
this actor	hacker_active_time	2014	18399
Leviathan	target_industry	maritime industries	18400
Leviathan	target_industry	naval defense contractors	18401
Leviathan	target_industry	research institutions	18402
Leviathan	relate_to	the United States	18403
Leviathan	relate_to	Western Europe	18404
Leviathan	use_way	spearphishing emails	18405
Leviathan	target_industry	defense contractors	18406
Leviathan	use_tool	macro - laden Microsoft Word documents	18407
Leviathan	target_industry	US research and development organizations	18408
Leviathan	relate_to	US	18409
Leviathan	relate_to	Western Europe	18410
Leviathan	target_industry	military	18411
This actor	hacker_active_time	at least 2014	18412
The campaign	hacker_active_time	2013	18413
Leviathan	target_industry	US universities	18414
Leviathan	target_organization	Navy	18415
The current campaign	hacker_active_time	summer 2017	18416
FireEye	find	entities	18417
Leviathan	target_industry	maritime industry	18418
Leviathan	target_industry	research institutes	18419
Leviathan	target_industry	academic organizations	18420
Leviathan	target_industry	private firms	18421
Leviathan	relate_to	the United States	18422
TEMP.Periscope	hacker_active_time	2013	18423
TEMP.Periscope	target_industry	engineering firms	18424
TEMP.Periscope	target_industry	shipping and transportation	18425
TEMP.Periscope	target_industry	manufacturing	18426
TEMP.Periscope	target_industry	defense	18427
TEMP.Periscope	target_industry	government offices	18428
TEMP.Periscope	target_industry	research universities	18429
actor	hacker_active_time	2013	18430
FireEye	have_purpose	crucial technologies	18431
FireEye	have_purpose	traditional intelligence targets	18432
FireEye	relate_to	a China - nexus state	18433
FireEye	find	APT40	18434
Leviathan	target_industry	engineering	18435
Leviathan	target_industry	transportation	18436
Leviathan	target_industry	defense industry	18437
APT40	target_industry	maritime issues	18438
APT40	target_industry	naval technology	18439
APT40	relate_to	China	18440
APT40	target_industry	universities	18441
APT40	target_organization	intelligence targets	18442
